exp1_samples,exp2_samples,common_samples,exp1_only_samples,exp2_only_samples,same_sample_ids,same_states,exp1_complete_state_coverage,provenance_columns_checked,image_provenance_available,provenance_mismatches,matched_for_combined_finding,deep_has_largest_positive_mean_G,deep_touching_mean_abs_delta,nondeep_mean_abs_delta,deep_touching_change_larger,complementary_later_concentration
400,400,400,0,0,True,True,True,"pair_id,source_image_id,target_image_id,source_concept,target_concept",True,0,True,True,0.3173287901012466,0.14224787292381127,True,True
