sample_id,pair_id,source_image_id,target_image_id,source_concept,target_concept,layer,R,T,B,G,tensor_shape,M,normalized_target_distance_reduction
pair_00_02,pair_00,000000078682,000000062452,statue,juice,5,0.593948483467102,0.2963218092918396,0.3643102049827575,-0.06798839569091791,"(1, 577, 1024)",-0.29762667417526245,-0.1069521584644501
pair_00_02,pair_00,000000078682,000000062452,statue,juice,6,0.560749888420105,0.2716003060340881,0.3491558730602264,-0.0775555670261383,"(1, 577, 1024)",-0.2891495823860169,-0.1191615070582253
pair_00_02,pair_00,000000078682,000000062452,statue,juice,7,0.5361259579658508,0.2722936868667602,0.3221311867237091,-0.04983749985694891,"(1, 577, 1024)",-0.26383227109909063,-0.07352086256347032
pair_00_02,pair_00,000000078682,000000062452,statue,juice,8,0.490637868642807,0.2441708147525787,0.2873025238513946,-0.04313170909881589,"(1, 577, 1024)",-0.2464670538902283,-0.06051895866377735
pair_00_02,pair_00,000000078682,000000062452,statue,juice,9,0.4562902450561523,0.2352762222290039,0.2613472044467926,-0.026070982217788696,"(1, 577, 1024)",-0.22101402282714838,-0.03529531381284906
pair_00_02,pair_00,000000078682,000000062452,statue,juice,10,0.3722419142723083,0.2146209180355072,0.2119002938270568,0.0027206242084504006,"(1, 577, 1024)",-0.1576209962368011,0.0034521319918540583
pair_00_02,pair_00,000000078682,000000062452,statue,juice,11,0.3227189183235168,0.2042522579431533,0.1855967491865158,0.01865550875663749,"(1, 577, 1024)",-0.11846666038036349,0.02290696744886889
pair_00_02,pair_00,000000078682,000000062452,statue,juice,12,0.237921804189682,0.1736029088497162,0.1182073354721069,0.05539557337760928,"(1, 577, 1024)",-0.06431889533996582,0.06282154026226536
pair_00_02,pair_00,000000078682,000000062452,statue,juice,13,0.1314072012901306,0.1308919191360473,0.0380905754864215,0.0928013436496258,"(1, 577, 1024)",-0.0005152821540832797,0.09647617674247644
pair_00_02,pair_00,000000078682,000000062452,statue,juice,14,0.1257082372903823,0.1704659759998321,0.0379330702126026,0.13253290578722948,"(1, 577, 1024)",0.044757738709449796,0.1377585089807809
pair_00_02,pair_00,000000078682,000000062452,statue,juice,15,0.1238200590014457,0.2286193221807479,0.03565214574337,0.1929671764373779,"(1, 577, 1024)",0.1047992631793022,0.20010121408537498
pair_00_02,pair_00,000000078682,000000062452,statue,juice,16,0.1303724497556686,0.2971200942993164,0.0450379587709903,0.2520821355283261,"(1, 577, 1024)",0.1667476445436478,0.263970843494369
pair_00_02,pair_00,000000078682,000000062452,statue,juice,17,0.1514714360237121,0.3948363661766052,0.0597221590578556,0.3351142071187496,"(1, 577, 1024)",0.24336493015289312,0.35639913281692376
pair_00_02,pair_00,000000078682,000000062452,statue,juice,18,0.1696153432130813,0.4550039768218994,0.0763267949223518,0.37867718189954763,"(1, 577, 1024)",0.2853886336088181,0.40996878529968217
pair_00_02,pair_00,000000078682,000000062452,statue,juice,19,0.1985711753368377,0.5445689558982849,0.1069123968482017,0.4376565590500832,"(1, 577, 1024)",0.3459977805614472,0.49004885691565764
pair_00_02,pair_00,000000078682,000000062452,statue,juice,20,0.2485988438129425,0.6613898873329163,0.1634150147438049,0.49797487258911133,"(1, 577, 1024)",0.41279104351997375,0.5952472030520748
pair_00_02,pair_00,000000078682,000000062452,statue,juice,21,0.3898702263832092,0.8909675478935242,0.3489904999732971,0.541977047920227,"(1, 577, 1024)",0.5010973215103149,0.8325178786146691
pair_00_02,pair_00,000000078682,000000062452,statue,juice,22,0.3736233413219452,0.8781439065933228,0.3261650800704956,0.5519788265228271,"(1, 577, 1024)",0.5045205652713776,0.8191603168630298
